benchmark,split,note_id,note_chars,phi_span_count,phi_types,wrapper_instruction,evaluation_slice
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0049,490,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0050,564,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0051,494,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0052,502,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0053,527,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0054,570,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0055,536,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0056,559,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0057,524,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0058,563,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0059,601,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0060,512,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0061,499,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0062,508,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0063,519,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0064,521,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0065,535,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0066,521,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0067,518,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0068,542,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0069,514,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0070,526,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0071,512,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0072,489,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0073,599,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0074,574,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0075,503,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0076,577,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0077,501,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0078,597,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0079,500,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0080,518,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0081,536,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0082,539,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0083,591,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0084,556,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0085,522,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0086,523,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0087,523,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0088,526,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0089,503,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0090,564,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0091,490,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0092,538,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0093,539,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0094,533,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0095,535,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0096,514,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0097,505,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0098,541,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0099,514,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0100,528,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0101,495,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0102,523,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0103,508,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0104,558,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0105,514,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0106,551,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0107,568,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0108,514,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0109,521,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0110,494,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0111,501,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0112,550,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0113,543,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0114,521,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
PhysioNet relabeled de-identification public transfer,physionet-train,physionet-relabeled-train-0115,526,8,AGE | DATE | ID | LOCATION | PATIENT | PHONE,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
