benchmark,split,note_id,note_chars,phi_span_count,phi_types,wrapper_instruction,evaluation_slice
2014 i2b2/UTHealth,synthea-dev,synthea-00024,210,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00025,205,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00026,218,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00029,215,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00030,210,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00031,204,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00032,203,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00033,205,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00034,210,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00035,212,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00036,185,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
2014 i2b2/UTHealth,synthea-dev,synthea-00037,212,2,DATE | PATIENT_ID,Protect PHI spans while preserving clinical meaning; return a sanitized note plus a concise clinical summary.,clinical text matched transfer
