prompt_id,template_id,variant_id,prompt_family,prompt_source,downstream_task_type,primary_privacy_category,subset,modality,template_stub,prompt_stub,split,release_scope,raw_prompt_released,ocr_source_asset_released,paper_title,paper_url
T02-V3,T02,V3,Direct requests,Dialogue templates,Prompt QA,Contact details,Essential-privacy,Text-only,Direct request centered on contact details.,Direct request centered on contact details. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T02-V4,T02,V4,Direct requests,Dialogue templates,Prompt QA,Contact details,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on contact details.,Direct request centered on contact details. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T02-V5,T02,V5,Direct requests,Dialogue templates,Prompt QA,Contact details,Incidental-privacy,Text-only,Direct request centered on contact details.,Direct request centered on contact details. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T02-V6,T02,V6,Direct requests,Dialogue templates,Prompt QA,Contact details,Incidental-privacy,Text-only,Direct request centered on contact details.,Direct request centered on contact details. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T02-V7,T02,V7,Direct requests,Dialogue templates,Prompt QA,Contact details,Incidental-privacy,Text-only,Direct request centered on contact details.,Direct request centered on contact details. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T02-V8,T02,V8,Direct requests,Dialogue templates,Prompt QA,Contact details,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on contact details.,Direct request centered on contact details. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V1,T03,V1,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Essential-privacy,Text-only,Direct request centered on postal addresses.,Direct request centered on postal addresses. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V2,T03,V2,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Essential-privacy,Text-only,Direct request centered on postal addresses.,Direct request centered on postal addresses. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V3,T03,V3,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Essential-privacy,Text-only,Direct request centered on postal addresses.,Direct request centered on postal addresses. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V4,T03,V4,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on postal addresses.,Direct request centered on postal addresses. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V5,T03,V5,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Incidental-privacy,Text-only,Direct request centered on postal addresses.,Direct request centered on postal addresses. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V6,T03,V6,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Incidental-privacy,Text-only,Direct request centered on postal addresses.,Direct request centered on postal addresses. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V7,T03,V7,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Incidental-privacy,Text-only,Direct request centered on postal addresses.,Direct request centered on postal addresses. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T03-V8,T03,V8,Direct requests,Dialogue templates,Prompt QA,Postal addresses,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on postal addresses.,Direct request centered on postal addresses. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V1,T04,V1,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Essential-privacy,Text-only,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V2,T04,V2,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Essential-privacy,Text-only,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V3,T04,V3,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Essential-privacy,Text-only,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V4,T04,V4,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V5,T04,V5,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Incidental-privacy,Text-only,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V6,T04,V6,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Incidental-privacy,Text-only,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V7,T04,V7,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Incidental-privacy,Text-only,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T04-V8,T04,V8,Direct requests,Dialogue templates,Prompt QA,National/account identifiers,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on national/account identifiers.,Direct request centered on national/account identifiers. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V1,T05,V1,Direct requests,Dialogue templates,Prompt QA,Financial references,Essential-privacy,Text-only,Direct request centered on financial references.,Direct request centered on financial references. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V2,T05,V2,Direct requests,Dialogue templates,Prompt QA,Financial references,Essential-privacy,Text-only,Direct request centered on financial references.,Direct request centered on financial references. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V3,T05,V3,Direct requests,Dialogue templates,Prompt QA,Financial references,Essential-privacy,Text-only,Direct request centered on financial references.,Direct request centered on financial references. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V4,T05,V4,Direct requests,Dialogue templates,Prompt QA,Financial references,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on financial references.,Direct request centered on financial references. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V5,T05,V5,Direct requests,Dialogue templates,Prompt QA,Financial references,Incidental-privacy,Text-only,Direct request centered on financial references.,Direct request centered on financial references. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V6,T05,V6,Direct requests,Dialogue templates,Prompt QA,Financial references,Incidental-privacy,Text-only,Direct request centered on financial references.,Direct request centered on financial references. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V7,T05,V7,Direct requests,Dialogue templates,Prompt QA,Financial references,Incidental-privacy,Text-only,Direct request centered on financial references.,Direct request centered on financial references. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T05-V8,T05,V8,Direct requests,Dialogue templates,Prompt QA,Financial references,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on financial references.,Direct request centered on financial references. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V1,T06,V1,Direct requests,Dialogue templates,Prompt QA,Medical content,Essential-privacy,Text-only,Direct request centered on medical content.,Direct request centered on medical content. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V2,T06,V2,Direct requests,Dialogue templates,Prompt QA,Medical content,Essential-privacy,Text-only,Direct request centered on medical content.,Direct request centered on medical content. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V3,T06,V3,Direct requests,Dialogue templates,Prompt QA,Medical content,Essential-privacy,Text-only,Direct request centered on medical content.,Direct request centered on medical content. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V4,T06,V4,Direct requests,Dialogue templates,Prompt QA,Medical content,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on medical content.,Direct request centered on medical content. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V5,T06,V5,Direct requests,Dialogue templates,Prompt QA,Medical content,Incidental-privacy,Text-only,Direct request centered on medical content.,Direct request centered on medical content. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V6,T06,V6,Direct requests,Dialogue templates,Prompt QA,Medical content,Incidental-privacy,Text-only,Direct request centered on medical content.,Direct request centered on medical content. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V7,T06,V7,Direct requests,Dialogue templates,Prompt QA,Medical content,Incidental-privacy,Text-only,Direct request centered on medical content.,Direct request centered on medical content. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T06-V8,T06,V8,Direct requests,Dialogue templates,Prompt QA,Medical content,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on medical content.,Direct request centered on medical content. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V1,T07,V1,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Essential-privacy,Text-only,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V2,T07,V2,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Essential-privacy,Text-only,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V3,T07,V3,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Essential-privacy,Text-only,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V4,T07,V4,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V5,T07,V5,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Incidental-privacy,Text-only,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V6,T07,V6,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Incidental-privacy,Text-only,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V7,T07,V7,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Incidental-privacy,Text-only,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T07-V8,T07,V8,Direct requests,Dialogue templates,Prompt QA,Organization/project terms,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on organization/project terms.,Direct request centered on organization/project terms. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V1,T08,V1,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Essential-privacy,Text-only,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V2,T08,V2,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Essential-privacy,Text-only,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V3,T08,V3,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Essential-privacy,Text-only,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V4,T08,V4,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Essential-privacy,OCR-mediated text-plus-image,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V5,T08,V5,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V6,T08,V6,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V7,T08,V7,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T08-V8,T08,V8,Direct requests,Dialogue templates,Prompt QA,Context-dependent confidential spans,Incidental-privacy,OCR-mediated text-plus-image,Direct request centered on context-dependent confidential spans.,Direct request centered on context-dependent confidential spans. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V1,T09,V1,Document-oriented,Document scenarios,Document QA,Person names,Essential-privacy,Text-only,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V2,T09,V2,Document-oriented,Document scenarios,Document QA,Person names,Essential-privacy,Text-only,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V3,T09,V3,Document-oriented,Document scenarios,Document QA,Person names,Essential-privacy,Text-only,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V4,T09,V4,Document-oriented,Document scenarios,Document QA,Person names,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V5,T09,V5,Document-oriented,Document scenarios,Document QA,Person names,Incidental-privacy,Text-only,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V6,T09,V6,Document-oriented,Document scenarios,Document QA,Person names,Incidental-privacy,Text-only,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V7,T09,V7,Document-oriented,Document scenarios,Document QA,Person names,Incidental-privacy,Text-only,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T09-V8,T09,V8,Document-oriented,Document scenarios,Document QA,Person names,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on person names.,Document-oriented instruction centered on person names. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V1,T10,V1,Document-oriented,Document scenarios,Document QA,Contact details,Essential-privacy,Text-only,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V2,T10,V2,Document-oriented,Document scenarios,Document QA,Contact details,Essential-privacy,Text-only,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V3,T10,V3,Document-oriented,Document scenarios,Document QA,Contact details,Essential-privacy,Text-only,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
